"recording.site","year","month","day","time","complete.date","H","aci","ndsi","aei","trt"
"LA00",2011,6,2,53000,"20110602053000",0.46022394116663,1783.94265200665,0.41052946922131,0.813649,0
"LA00",2012,6,2,53000,"20120602053000",0.927891168729266,1866.79866760951,0.586971486209877,0.280219,0
"LA00",2013,6,2,53000,"20130602053000",0.867853618344161,1878.88075949368,0.8795579242484,0.496406,0
"LA00",2014,6,2,53000,"20140602053000",0.934089413987914,1935.87528012115,0.58511416477725,0.489556,0
"LA00",2015,6,2,53000,"20150602053000",0.916944903322417,1961.45020031874,0.833487707634997,0.314067,0
"LA00",2016,6,2,53000,"20160602053000",0.891322841737953,1907.68518777564,0.926928048258888,0.321978,0
"LA00",2017,6,2,53000,"20170602053000",0.896434977138262,1954.56422245735,0.98918785516272,0.342547,0
"LA00",2018,6,2,53000,"20180602053000",0.915271311882321,1901.86645058569,0.969743854454086,0.077999,0
"LA00",2009,6,2,60000,"20090602060000",0.845281517885626,1917.66888284577,0.929105412397098,0.440561,0
"LA00",2010,6,2,60000,"20100602060000",0.924320175214243,1876.78125304784,0.973813709633405,0.167661,0
"LA00",2011,6,2,60000,"20110602060000",0.661073982565914,1855.44370055165,0.987565877180907,0.61307,0
"LA00",2012,6,2,60000,"20120602060000",0.894922187234409,1876.83652183739,0.621211029778451,0.436903,0
"LA00",2013,6,2,60000,"20130602060000",0.921865964488312,1807.90077452862,0.927601482699049,0.108979,0
"LA00",2014,6,2,60000,"20140602060000",0.930838927892241,1890.14857497388,0.327747456113174,0.289502,0
"LA00",2015,6,2,60000,"20150602060000",0.921486627422846,1937.14203516308,0.0488331419875862,0.366878,0
"LA00",2016,6,2,60000,"20160602060000",0.878699249553411,1944.99645993139,0.956951571214848,0.175988,0
"LA00",2017,6,2,60000,"20170602060000",0.915046659470589,1963.34280104801,0.950292550071511,0.117834,0
"LA00",2018,6,2,60000,"20180602060000",0.907433260969813,1993.1258928012,0.985747348767347,0.238811,0
"LA00",2009,6,2,63000,"20090602063000",0.808652308495144,1944.95652799512,0.853271259533197,0.460265,0
"LA00",2010,6,2,63000,"20100602063000",0.925587140881786,1843.41375450787,0.95461952284273,0.138571,0
"LA00",2011,6,2,63000,"20110602063000",0.875052167132524,1724.59839505932,0.854161915520767,0.172856,0
"LA00",2012,6,2,63000,"20120602063000",0.917615311748871,1836.89781335355,0.561375725679143,0.254,0
"LA00",2013,6,2,63000,"20130602063000",0.892708956928209,1751.11208459613,0.810237607507395,0.537033,0
"LA00",2014,6,2,63000,"20140602063000",0.892474721616949,1939.31674315533,0.561917634944421,0.484955,0
"LA00",2015,6,2,63000,"20150602063000",0.908964742766652,1936.85285093429,-0.0703733876412081,0.454391,0
"LA00",2016,6,2,63000,"20160602063000",0.867973856069086,2004.80063217505,0.887484413733357,0.141876,0
"LA00",2017,6,2,63000,"20170602063000",0.827625801963332,1845.35220477806,0.865058914124159,0.126877,0
"LA00",2018,6,2,63000,"20180602063000",0.908868777101157,1894.37790469782,0.924827722342924,0.099039,0
"LA00",2009,6,2,70000,"20090602070000",0.77937682465538,1853.72959714398,0.880335736441337,0.551917,0
"LA00",2010,6,2,70000,"20100602070000",0.920606451439591,1842.99880603889,0.928183372746128,0.132335,0
"LA00",2011,6,2,70000,"20110602070000",0.783080221549502,1786.63443733405,0.88620704508791,0.508253,0
"LA00",2012,6,2,70000,"20120602070000",0.808675944640048,1828.04887749573,0.603248338975597,0.477228,0
"LA00",2013,6,2,70000,"20130602070000",0.915904225698171,1785.86127194766,0.901775136034899,0.321281,0
"LA00",2014,6,2,70000,"20140602070000",0.920554933831541,1903.17303017586,0.526465926075467,0.547848,0
"LA00",2015,6,2,70000,"20150602070000",0.912367413951453,1954.07321262555,0.631988386640684,0.309158,0
"LA00",2016,6,2,70000,"20160602070000",0.833226704389018,1895.71871896273,0.919186825100529,0.328638,0
"LA00",2017,6,2,70000,"20170602070000",0.859580966253967,1923.46591002417,0.941773913572808,0.344299,0
"LA00",2018,6,2,70000,"20180602070000",0.887426459124646,1892.36063152263,-0.242754188773704,0.439622,0
"LA00",2009,6,2,73000,"20090602073000",0.78336003191427,1855.07920415391,0.845545512203102,0.423277,0
"LA00",2010,6,2,73000,"20100602073000",0.906292394233055,1847.20910583845,0.955061687187159,0.151642,0
"LA00",2011,6,2,73000,"20110602073000",0.834483058359785,1833.15501848332,0.768542723987269,0.527161,0
"LA00",2012,6,2,73000,"20120602073000",0.82335605530449,1883.7946902395,0.561723368661154,0.443577,0
"LA00",2013,6,2,73000,"20130602073000",0.897169559393043,1714.68882236694,0.675501627436197,0.2643,0
"LA00",2014,6,2,73000,"20140602073000",0.864233094778896,1900.93746958811,0.378116159908819,0.368218,0
"LA00",2015,6,2,73000,"20150602073000",0.894299178056147,1943.34261319259,0.408425972683696,0.234035,0
"LA00",2016,6,2,73000,"20160602073000",0.828422481510552,1911.02670573615,0.653864331976819,0.167981,0
"LA00",2017,6,2,73000,"20170602073000",0.884897297735939,1949.02186384565,0.899372885649712,0.336507,0
"LA00",2018,6,2,73000,"20180602073000",0.904218087803601,1905.13568801294,0.848338839015153,0.390883,0
"LA00",2009,6,3,53000,"20090603053000",0.88480540208561,1910.08785196548,0.968382985579431,0.419673,0
"LA00",2010,6,3,53000,"20100603053000",0.910046457530916,1799.9306859555,0.581779360099612,0.32839,0
"LA00",2011,6,3,53000,"20110603053000",0.906528134775442,1790.35637020424,0.929855059939189,0.297437,0
"LA00",2012,6,3,53000,"20120603053000",0.912776263513297,1780.40916598693,0.957120300571997,0.25319,0
"LA00",2013,6,3,53000,"20130603053000",0.897652409179953,1842.29386722021,0.962693742072865,0.305501,0
"LA00",2014,6,3,53000,"20140603053000",0.907910557484394,1899.13171945276,0.871246003663934,0.48165,0
"LA00",2015,6,3,53000,"20150603053000",0.940999707939325,1894.78857774336,0.696530566533135,0.276963,0
"LA00",2016,6,3,53000,"20160603053000",0.865566791571622,1903.92304789091,0.914840394681896,0.435126,0
"LA00",2017,6,3,53000,"20170603053000",0.840928102764727,1839.51743317673,0.889248812608589,0.175736,0
"LA00",2018,6,3,53000,"20180603053000",0.912802151073355,1979.56037462116,0.9778460831434,0.129562,0
"LA00",2009,6,3,60000,"20090603060000",0.820162743940885,1944.81580068167,0.924230197226034,0.545492,0
"LA00",2010,6,3,60000,"20100603060000",0.930455831425852,1832.99170081828,0.882467191228256,0.142735,0
"LA00",2011,6,3,60000,"20110603060000",0.913742030415445,1760.40478611063,0.938714518740502,0.514737,0
"LA00",2012,6,3,60000,"20120603060000",0.923405638113615,1730.85654139932,0.869887418078603,0.291792,0
"LA00",2013,6,3,60000,"20130603060000",0.882970993853108,1785.34235213301,0.899981558592676,0.189405,0
"LA00",2014,6,3,60000,"20140603060000",0.899806917550245,1878.56342115949,0.482397258277949,0.514495,0
"LA00",2015,6,3,60000,"20150603060000",0.93529049920555,1940.42613695124,0.731435338489833,0.198205,0
"LA00",2016,6,3,60000,"20160603060000",0.847511358398411,1905.4640033367,0.806826448234281,0.305951,0
"LA00",2017,6,3,60000,"20170603060000",0.804388958864793,1846.5041816957,0.764972150581987,0.228298,0
"LA00",2018,6,3,60000,"20180603060000",0.895597540702874,1937.8521665512,0.976546757903862,0.387169,0
"LA00",2009,6,3,63000,"20090603063000",0.750618301205321,1898.16023612371,0.386819735254748,0.749918,0
"LA00",2010,6,3,63000,"20100603063000",0.912678947005503,1861.67364866585,0.983593272069114,0.155941,0
"LA00",2011,6,3,63000,"20110603063000",0.900718036871959,1702.23746193561,0.731745591822676,0.165666,0
"LA00",2012,6,3,63000,"20120603063000",0.884278802298754,1707.82459098295,0.850620705377364,0.398801,0
"LA00",2013,6,3,63000,"20130603063000",0.882530283798076,1803.04257673451,0.931038555939995,0.159932,0
"LA00",2014,6,3,63000,"20140603063000",0.879443132453823,1902.57160552818,0.746693347893529,0.511969,0
"LA00",2015,6,3,63000,"20150603063000",0.91512934425732,1930.06037447425,0.656493931130464,0.2781,0
"LA00",2016,6,3,63000,"20160603063000",0.829396337071648,1898.24003932483,0.590267604826116,0.182394,0
"LA00",2017,6,3,63000,"20170603063000",0.829866736149547,1899.03387153781,0.87331946695519,0.279254,0
"LA00",2018,6,3,63000,"20180603063000",0.906416738390406,1936.67129146752,0.928847190914268,0.304228,0
"LA00",2009,6,3,70000,"20090603070000",0.620640718223439,1884.06531661176,0.841782597234018,0.648798,0
"LA00",2010,6,3,70000,"20100603070000",0.927597076827306,1900.06365796452,0.977282282346916,0.170352,0
"LA00",2011,6,3,70000,"20110603070000",0.906776449147784,1726.1112568176,0.835334726592831,0.128119,0
"LA00",2012,6,3,70000,"20120603070000",0.891252071489551,1694.71465469628,0.837113633348141,0.327618,0
"LA00",2013,6,3,70000,"20130603070000",0.861096251755571,1784.87098361931,0.916200495093527,0.233699,0
"LA00",2014,6,3,70000,"20140603070000",0.876138120904483,1868.46320993407,0.56811202563803,0.516996,0
"LA00",2015,6,3,70000,"20150603070000",0.905768830738234,1939.10452545709,0.697881823199489,0.185897,0
"LA00",2016,6,3,70000,"20160603070000",0.826828657291863,1862.685613648,0.345861956296784,0.163758,0
"LA00",2017,6,3,70000,"20170603070000",0.860726098530578,1869.93700399225,0.924243033585171,0.427906,0
"LA00",2018,6,3,70000,"20180603070000",0.908076608551661,1952.91768152368,0.981629243449247,0.57894,0
"LA00",2009,6,3,73000,"20090603073000",0.721813743843105,1920.11427751267,0.941598557981016,0.680314,0
"LA00",2010,6,3,73000,"20100603073000",0.92301374048615,1780.75214294102,0.868101191080738,0.236055,0
"LA00",2011,6,3,73000,"20110603073000",0.904861898263678,1762.27930022596,0.696778843886346,0.142991,0
"LA00",2012,6,3,73000,"20120603073000",0.872686958608084,1730.805085565,0.927348602667241,0.350533,0
"LA00",2013,6,3,73000,"20130603073000",0.824174514006111,1711.41539148355,0.791150575738327,0.681511,0
"LA00",2014,6,3,73000,"20140603073000",0.841731503054287,1906.78268348532,0.58480120671009,0.591918,0
"LA00",2015,6,3,73000,"20150603073000",0.825650334796338,1915.01148898741,0.598528358083562,0.54646,0
"LA00",2016,6,3,73000,"20160603073000",0.784470252400672,1891.40749451861,0.608369466385024,0.203705,0
"LA00",2017,6,3,73000,"20170603073000",0.843546403818918,1874.21106716315,0.822017026318461,0.116685,0
"LA00",2018,6,3,73000,"20180603073000",0.893462149924949,1962.8777029364,0.843279648519394,0.349429,0
"LA00",2009,6,4,53000,"20090604053000",0.894759812722924,1899.16711461992,0.928390275749482,0.269739,0
"LA00",2010,6,4,53000,"20100604053000",0.875481086666933,1890.45300807335,0.98647137033026,0.475131,0
"LA00",2011,6,4,53000,"20110604053000",0.912662990890167,1847.9403775398,0.931271689295861,0.373159,0
"LA00",2012,6,4,53000,"20120604053000",0.920201379293999,1811.58980944177,0.979572189885537,0.204057,0
"LA00",2013,6,4,53000,"20130604053000",0.890773595370257,1778.18358151555,0.974514754222335,0.390587,0
"LA00",2014,6,4,53000,"20140604053000",0.903605985023519,1881.82842392698,0.81756180813763,0.058202,0
"LA00",2015,6,4,53000,"20150604053000",0.941603674564342,1934.49166652098,0.356714732359638,0.094421,0
"LA00",2016,6,4,53000,"20160604053000",0.890162226807001,1956.25385879249,0.790171508685199,0.492908,0
"LA00",2017,6,4,53000,"20170604053000",0.874783499867561,1905.91317034325,0.957075825964798,0.381266,0
"LA00",2018,6,4,53000,"20180604053000",0.773628338350441,1874.42515528371,0.859653746456063,0.703846,0
"LA00",2009,6,4,60000,"20090604060000",0.866075848238658,1901.29691180981,0.968845557830887,0.374782,0
"LA00",2010,6,4,60000,"20100604060000",0.92597749855466,1883.92748332941,0.978770082739595,0.214176,0
"LA00",2011,6,4,60000,"20110604060000",0.781742204560973,1939.52727416896,0.190758839876586,0.431083,0
"LA00",2012,6,4,60000,"20120604060000",0.898941573322396,1740.26553019092,0.856405671704243,0.205515,0
"LA00",2013,6,4,60000,"20130604060000",0.896892145943881,1757.74235126985,0.881702363944411,0.249824,0
"LA00",2014,6,4,60000,"20140604060000",0.885347108506584,1976.37995934251,0.797703208621782,0.540689,0
"LA00",2015,6,4,60000,"20150604060000",0.94015342004323,1978.50762474262,0.369840738082858,0.124855,0
"LA00",2016,6,4,60000,"20160604060000",0.894281000319559,1933.70385810885,0.837728033991479,0.3239,0
"LA00",2017,6,4,60000,"20170604060000",0.900272608117008,1870.29460171947,0.907736430038618,0.076625,0
"LA00",2018,6,4,60000,"20180604060000",0.69807240736026,1846.81358435881,0.665056280114811,0.692973,0
"LA00",2009,6,4,63000,"20090604063000",0.747345458871464,1877.19533702942,0.471080997938321,0.592885,0
"LA00",2010,6,4,63000,"20100604063000",0.923787175910889,1840.03737294035,0.914178586296599,0.115409,0
"LA00",2011,6,4,63000,"20110604063000",0.813153964615689,1762.28307678886,0.295652688358949,0.587458,0
"LA00",2012,6,4,63000,"20120604063000",0.90371055859636,1788.33948953493,0.918249022568415,0.279373,0
"LA00",2013,6,4,63000,"20130604063000",0.855471109865164,1720.79062442622,0.648094981714575,0.275805,0
"LA00",2014,6,4,63000,"20140604063000",0.874809287682193,1877.05184388217,0.412291796975734,0.372057,0
"LA00",2015,6,4,63000,"20150604063000",0.930609898716511,1921.5256264724,0.58969165025332,0.086818,0
"LA00",2016,6,4,63000,"20160604063000",0.831793660649771,1906.62634403585,0.804751013162168,0.524445,0
"LA00",2017,6,4,63000,"20170604063000",0.895248664149657,1971.2914057119,0.980085009245822,0.394321,0
"LA00",2018,6,4,63000,"20180604063000",0.605924024271139,1885.10294410747,0.671378991447083,0.795392,0
"LA00",2010,6,4,70000,"20100604070000",0.928602287619582,1854.92781919866,0.942795726987102,0.137144,0
"LA00",2011,6,4,70000,"20110604070000",0.881331792539506,1720.30491299367,0.453960374928987,0.303694,0
"LA00",2012,6,4,70000,"20120604070000",0.910829112224986,1769.25450418379,0.923584926802991,0.103403,0
"LA00",2013,6,4,70000,"20130604070000",0.856582513780573,1834.11010351588,0.93816595296074,0.411083,0
"LA00",2014,6,4,70000,"20140604070000",0.821349217198025,1996.44769752421,0.781528838038513,0.493891,0
"LA00",2015,6,4,70000,"20150604070000",0.916974011252485,1940.34406583542,0.303269953386871,0.177829,0
"LA00",2016,6,4,70000,"20160604070000",0.895699738640966,1993.84246284562,0.932278358387587,0.113522,0
"LA00",2017,6,4,70000,"20170604070000",0.894166554239853,1872.61869814649,0.878245886851746,0.218605,0
"LA00",2018,6,4,70000,"20180604070000",0.852265116466123,1880.26008082338,0.917720154088419,0.597023,0
"LA00",2009,6,4,73000,"20090604073000",0.839506648562279,1930.66111618421,0.982116009121791,0.517422,0
"LA00",2010,6,4,73000,"20100604073000",0.933013393174648,2067.57731033118,0.982144795635001,0.096797,0
"LA00",2011,6,4,73000,"20110604073000",0.890385265671352,1772.12940103423,0.815613327626314,0.289558,0
"LA00",2012,6,4,73000,"20120604073000",0.888645407936165,1721.7855659383,0.924297490520781,0.238435,0
"LA00",2013,6,4,73000,"20130604073000",0.892178659862539,1793.45209401454,0.813687734003622,0.16362,0
"LA00",2014,6,4,73000,"20140604073000",0.732303083013332,1872.20361562779,0.273493188839643,0.522799,0
"LA00",2015,6,4,73000,"20150604073000",0.904922921986066,1994.5428517649,0.537890933053885,0.095017,0
"LA00",2016,6,4,73000,"20160604073000",0.905876148030466,1877.98836127447,0.834144721170939,0.141678,0
"LA00",2017,6,4,73000,"20170604073000",0.803337077616177,1889.60953923591,0.830133764695603,0.657523,0
"LA00",2018,6,4,73000,"20180604073000",0.665181029781024,1836.86694922004,0.427417023866629,0.780446,0
"LA00",2009,6,5,53000,"20090605053000",0.871875561377554,1900.83778099086,0.957132839002115,0.218252,0
"LA00",2010,6,5,53000,"20100605053000",0.92642484504804,1790.12458646192,0.700403363267288,0.374729,0
"LA00",2011,6,5,53000,"20110605053000",0.9210710764238,1820.18535921769,0.320242645970209,0.29762,0
"LA00",2012,6,5,53000,"20120605053000",0.900452498929052,1840.45841460243,0.933186455775037,0.321312,0
"LA00",2013,6,5,53000,"20130605053000",0.927272316285642,1767.77546686315,0.971187630272214,0.411358,0
"LA00",2014,6,5,53000,"20140605053000",0.906257653641035,1913.40649887878,0.820638501660949,0.505185,0
"LA00",2015,6,5,53000,"20150605053000",0.920925064813611,1998.48428113017,0.820042238610192,0.224737,0
"LA00",2016,6,5,53000,"20160605053000",0.918315222107555,2090.62788249639,0.593924009943053,0.1651,0
"LA00",2017,6,5,53000,"20170605053000",0.920525589035755,1890.3034825284,0.970874551147158,0.180242,0
"LA00",2018,6,5,53000,"20180605053000",0.809464238598041,2161.85261785335,0.986230467401919,0.470795,0
"LA00",2009,6,5,60000,"20090605060000",0.878478441280468,1923.21247162405,0.914979927278905,0.348785,0
"LA00",2010,6,5,60000,"20100605060000",0.941851459385167,1815.43032205816,0.867127833015336,0.263447,0
"LA00",2011,6,5,60000,"20110605060000",0.919761635552868,1796.42355330952,0.509672238778692,0.472947,0
"LA00",2012,6,5,60000,"20120605060000",0.891980486896384,1792.76174485524,0.93415021868502,0.305444,0
"LA00",2013,6,5,60000,"20130605060000",0.893306890837169,1775.49172209817,0.95813544650982,0.517864,0
"LA00",2014,6,5,60000,"20140605060000",0.876835003568286,1882.63964887185,0.419850435337698,0.740569,0
"LA00",2015,6,5,60000,"20150605060000",0.948824973375263,1974.42212751154,0.851781060501106,0.110044,0
"LA00",2016,6,5,60000,"20160605060000",0.907447469055401,2007.77232142717,0.431799412083111,0.278063,0
"LA00",2017,6,5,60000,"20170605060000",0.917398141369307,1863.97097773312,0.929000556399954,0.140114,0
"LA00",2018,6,5,60000,"20180605060000",0.862103981158374,1919.90140306913,0.941795306986799,0.592513,0
"LA00",2009,6,5,63000,"20090605063000",0.734797930666466,1844.80726606947,-0.0515216754038153,0.718407,0
"LA00",2010,6,5,63000,"20100605063000",0.942169458658284,1819.70506481829,0.846302124988805,0.158294,0
"LA00",2011,6,5,63000,"20110605063000",0.932105294955526,1793.98227306019,0.349211711834011,0.351853,0
"LA00",2012,6,5,63000,"20120605063000",0.885607319611404,1777.81303908769,0.878223406359288,0.298684,0
"LA00",2013,6,5,63000,"20130605063000",0.926671652134319,1738.00611350495,0.930881066104015,0.27041,0
"LA00",2014,6,5,63000,"20140605063000",0.901337079290117,1924.77195630655,0.611625000372669,0.082308,0
"LA00",2015,6,5,63000,"20150605063000",0.944896574865568,1986.67313143428,0.800815050085595,0.059629,0
"LA00",2016,6,5,63000,"20160605063000",0.908008949436195,1928.55701501478,0.836093221404201,0.057126,0
"LA00",2017,6,5,63000,"20170605063000",0.903456285208607,1868.78581088819,0.847349800249256,0.080026,0
"LA00",2018,6,5,63000,"20180605063000",0.712836438579234,1940.10232217339,0.965945708562304,0.494234,0
"LA00",2009,6,5,70000,"20090605070000",0.775112246940499,1877.30127330618,0.645451414996153,0.536103,0
"LA00",2010,6,5,70000,"20100605070000",0.893393338953465,2125.36158653118,0.511579441780659,0.376058,0
"LA00",2011,6,5,70000,"20110605070000",0.940052274973339,1812.79265792304,0.53226500425069,0.180907,0
"LA00",2012,6,5,70000,"20120605070000",0.891540432604719,1771.58294247575,0.809625799651424,0.468577,0
"LA00",2013,6,5,70000,"20130605070000",0.876690784494675,1769.03996883893,0.833722599242836,0.177978,0
"LA00",2014,6,5,70000,"20140605070000",0.862863124369586,1948.54735030543,0.552551985933634,0.481329,0
"LA00",2015,6,5,70000,"20150605070000",0.926004443846751,1905.79186025992,0.275639062069462,0.144785,0
"LA00",2016,6,5,70000,"20160605070000",0.901668163258941,2213.65375941807,0.329301067101347,0.280782,0
"LA00",2017,6,5,70000,"20170605070000",0.881735092271955,1905.75205884562,0.91736432505582,0.109179,0
"LA00",2018,6,5,70000,"20180605070000",0.754151179952276,1924.67778010433,0.951113811248633,0.59046,0
"LA00",2009,6,5,73000,"20090605073000",0.81908778912087,1961.11280645147,0.944852493810779,0.612737,0
"LA00",2010,6,5,73000,"20100605073000",0.821009879624768,1830.84497522031,0.862244216889901,0.356911,0
"LA00",2011,6,5,73000,"20110605073000",0.93217956554242,1793.73754296229,0.681303193710937,0.474221,0
"LA00",2012,6,5,73000,"20120605073000",0.892218067828305,1758.20411082041,0.829026234743151,0.299597,0
"LA00",2013,6,5,73000,"20130605073000",0.91182317404759,1764.34715983759,0.96313158596468,0.162236,0
"LA00",2014,6,5,73000,"20140605073000",0.8659108168475,1879.73131996632,0.487841596865939,0.124873,0
"LA00",2015,6,5,73000,"20150605073000",0.940408641478823,1934.07536637364,0.713670732155723,0.156834,0
"LA00",2016,6,5,73000,"20160605073000",0.885797958895786,1985.06532554522,0.965146269761984,0.354356,0
"LA00",2017,6,5,73000,"20170605073000",0.90432261603446,1910.64546639925,0.964941720925872,0.214079,0
"LA00",2018,6,5,73000,"20180605073000",0.503927851916025,1863.55952671334,0.7326946669988,0.776969,0
"LA00",2009,6,6,53000,"20090606053000",0.898217638925843,1930.44886365398,0.966797999275858,0.178559,0
"LA00",2010,6,6,53000,"20100606053000",0.930217504500591,1886.48632284468,0.142429503107743,0.011888,0
"LA00",2011,6,6,53000,"20110606053000",0.929558582784679,1834.36662569197,0.750539186783596,0.305326,0
"LA00",2012,6,6,53000,"20120606053000",0.901877525076497,1863.41088307923,0.816188721725792,0.348476,0
"LA00",2013,6,6,53000,"20130606053000",0.912261705842226,1788.46333611734,0.963570811073988,0.163355,0
"LA00",2014,6,6,53000,"20140606053000",0.907096984884985,1875.2784981429,0.554886302822917,0.409708,0
"LA00",2015,6,6,53000,"20150606053000",0.938225274644514,1937.93949887586,0.939075303028322,0.021296,0
"LA00",2016,6,6,53000,"20160606053000",0.827998466889249,1909.76779989475,0.868213399800162,0.552022,0
"LA00",2017,6,6,53000,"20170606053000",0.91507435999076,1864.19990377031,0.706423963961576,0.068279,0
"LA00",2018,6,6,53000,"20180606053000",0.836042025218005,2097.54680887402,0.996770621643776,0.526743,0
"LA00",2009,6,6,60000,"20090606060000",0.880536585441356,1992.64687477163,0.919520812160433,0.318228,0
"LA00",2010,6,6,60000,"20100606060000",0.931311598658331,1977.95592904476,0.183660270838609,0.026612,0
"LA00",2011,6,6,60000,"20110606060000",0.916741098576685,1786.47459442091,0.134367328483861,0.466326,0
