"","recording.site","year","month","day","time","complete.date","ndsi","trt","x0","x1","x2","x3","x4","ind"
"1","LA00",2009,6,1,53000,"20090601053000",-0.0566065509463507,0,1,0,0,0,0,1
"2","LA00",2010,6,1,53000,"20100601053000",0.452553674149178,0,1,0,0,0,0,1
"3","LA00",2011,6,1,53000,"20110601053000",0.11058286793891,0,1,0,0,0,0,1
"4","LA00",2012,6,1,53000,"20120601053000",0.918480245473819,0,1,0,0,0,0,1
"5","LA00",2013,6,1,53000,"20130601053000",0.981636426586228,0,1,0,0,0,0,1
"6","LA00",2014,6,1,53000,"20140601053000",0.973544726608167,0,1,1,0,0,0,1
"7","LA00",2015,6,1,53000,"20150601053000",0.871630292545021,0,1,2,0,0,0,1
"8","LA00",2016,6,1,53000,"20160601053000",0.70980719069684,0,1,3,0,0,0,1
"9","LA00",2017,6,1,53000,"20170601053000",0.979891656500525,0,1,4,0,0,0,1
"10","LA00",2018,6,1,53000,"20180601053000",0.840543252330541,0,1,5,0,0,0,1
"11","LA00",2009,6,1,60000,"20090601060000",-0.0923797252210529,0,1,0,0,0,0,2
"12","LA00",2010,6,1,60000,"20100601060000",0.872085875593598,0,1,0,0,0,0,2
"13","LA00",2011,6,1,60000,"20110601060000",0.115812391121263,0,1,0,0,0,0,2
"14","LA00",2012,6,1,60000,"20120601060000",0.840895584256699,0,1,0,0,0,0,2
"15","LA00",2013,6,1,60000,"20130601060000",0.891435478079841,0,1,0,0,0,0,2
"16","LA00",2014,6,1,60000,"20140601060000",0.358732057693252,0,1,1,0,0,0,2
"17","LA00",2015,6,1,60000,"20150601060000",0.905805231981079,0,1,2,0,0,0,2
"18","LA00",2016,6,1,60000,"20160601060000",0.91461681396603,0,1,3,0,0,0,2
"19","LA00",2017,6,1,60000,"20170601060000",0.969992898847904,0,1,4,0,0,0,2
"20","LA00",2018,6,1,60000,"20180601060000",0.910776362518086,0,1,5,0,0,0,2
"21","LA00",2009,6,1,63000,"20090601063000",0.256316040800863,0,1,0,0,0,0,3
"22","LA00",2010,6,1,63000,"20100601063000",0.739295602635783,0,1,0,0,0,0,3
"23","LA00",2011,6,1,63000,"20110601063000",0.117943668366912,0,1,0,0,0,0,3
"24","LA00",2012,6,1,63000,"20120601063000",0.930443239660245,0,1,0,0,0,0,3
"25","LA00",2013,6,1,63000,"20130601063000",0.986258816430125,0,1,0,0,0,0,3
"26","LA00",2014,6,1,63000,"20140601063000",0.252599457148892,0,1,1,0,0,0,3
"27","LA00",2015,6,1,63000,"20150601063000",0.412858981557905,0,1,2,0,0,0,3
"28","LA00",2016,6,1,63000,"20160601063000",0.884962070511078,0,1,3,0,0,0,3
"29","LA00",2017,6,1,63000,"20170601063000",0.865971960962049,0,1,4,0,0,0,3
"30","LA00",2018,6,1,63000,"20180601063000",0.855981962154369,0,1,5,0,0,0,3
"31","LA00",2009,6,1,70000,"20090601070000",-0.0781328404069041,0,1,0,0,0,0,4
"32","LA00",2010,6,1,70000,"20100601070000",0.57792350525892,0,1,0,0,0,0,4
"33","LA00",2011,6,1,70000,"20110601070000",0.160209366167433,0,1,0,0,0,0,4
"34","LA00",2012,6,1,70000,"20120601070000",0.945261538601155,0,1,0,0,0,0,4
"35","LA00",2013,6,1,70000,"20130601070000",0.899359718508757,0,1,0,0,0,0,4
"36","LA00",2014,6,1,70000,"20140601070000",0.230020349554721,0,1,1,0,0,0,4
"37","LA00",2015,6,1,70000,"20150601070000",0.3176936205853,0,1,2,0,0,0,4
"38","LA00",2016,6,1,70000,"20160601070000",0.837653196583819,0,1,3,0,0,0,4
"39","LA00",2017,6,1,70000,"20170601070000",0.864030738700929,0,1,4,0,0,0,4
"40","LA00",2018,6,1,70000,"20180601070000",0.59317635386132,0,1,5,0,0,0,4
"41","LA00",2009,6,1,73000,"20090601073000",-0.136644542424126,0,1,0,0,0,0,5
"42","LA00",2010,6,1,73000,"20100601073000",0.760532975998867,0,1,0,0,0,0,5
"43","LA00",2011,6,1,73000,"20110601073000",0.114155783929453,0,1,0,0,0,0,5
"44","LA00",2012,6,1,73000,"20120601073000",0.80945386648936,0,1,0,0,0,0,5
"45","LA00",2013,6,1,73000,"20130601073000",0.244936180496234,0,1,0,0,0,0,5
"46","LA00",2014,6,1,73000,"20140601073000",0.124921043799106,0,1,1,0,0,0,5
"47","LA00",2015,6,1,73000,"20150601073000",0.888716395908939,0,1,2,0,0,0,5
"48","LA00",2016,6,1,73000,"20160601073000",0.951322249530564,0,1,3,0,0,0,5
"49","LA00",2017,6,1,73000,"20170601073000",0.968609316253305,0,1,4,0,0,0,5
"50","LA00",2018,6,1,73000,"20180601073000",0.708263545194741,0,1,5,0,0,0,5
"51","LA00",2009,6,2,53000,"20090602053000",0.974104232650125,0,1,0,0,0,0,6
"52","LA00",2010,6,2,53000,"20100602053000",0.872680315507143,0,1,0,0,0,0,6
"53","LA00",2011,6,2,53000,"20110602053000",0.41052946922131,0,1,0,0,0,0,6
"54","LA00",2012,6,2,53000,"20120602053000",0.586971486209877,0,1,0,0,0,0,6
"55","LA00",2013,6,2,53000,"20130602053000",0.8795579242484,0,1,0,0,0,0,6
"56","LA00",2014,6,2,53000,"20140602053000",0.58511416477725,0,1,1,0,0,0,6
"57","LA00",2015,6,2,53000,"20150602053000",0.833487707634997,0,1,2,0,0,0,6
"58","LA00",2016,6,2,53000,"20160602053000",0.926928048258888,0,1,3,0,0,0,6
"59","LA00",2017,6,2,53000,"20170602053000",0.98918785516272,0,1,4,0,0,0,6
"60","LA00",2018,6,2,53000,"20180602053000",0.969743854454086,0,1,5,0,0,0,6
"61","LA00",2009,6,2,60000,"20090602060000",0.929105412397098,0,1,0,0,0,0,7
"62","LA00",2010,6,2,60000,"20100602060000",0.973813709633405,0,1,0,0,0,0,7
"63","LA00",2011,6,2,60000,"20110602060000",0.987565877180907,0,1,0,0,0,0,7
"64","LA00",2012,6,2,60000,"20120602060000",0.621211029778451,0,1,0,0,0,0,7
"65","LA00",2013,6,2,60000,"20130602060000",0.927601482699049,0,1,0,0,0,0,7
"66","LA00",2014,6,2,60000,"20140602060000",0.327747456113174,0,1,1,0,0,0,7
"67","LA00",2015,6,2,60000,"20150602060000",0.0488331419875862,0,1,2,0,0,0,7
"68","LA00",2016,6,2,60000,"20160602060000",0.956951571214848,0,1,3,0,0,0,7
"69","LA00",2017,6,2,60000,"20170602060000",0.950292550071511,0,1,4,0,0,0,7
"70","LA00",2018,6,2,60000,"20180602060000",0.985747348767347,0,1,5,0,0,0,7
"71","LA00",2009,6,2,63000,"20090602063000",0.853271259533197,0,1,0,0,0,0,8
"72","LA00",2010,6,2,63000,"20100602063000",0.95461952284273,0,1,0,0,0,0,8
"73","LA00",2011,6,2,63000,"20110602063000",0.854161915520767,0,1,0,0,0,0,8
"74","LA00",2012,6,2,63000,"20120602063000",0.561375725679143,0,1,0,0,0,0,8
"75","LA00",2013,6,2,63000,"20130602063000",0.810237607507395,0,1,0,0,0,0,8
"76","LA00",2014,6,2,63000,"20140602063000",0.561917634944421,0,1,1,0,0,0,8
"77","LA00",2015,6,2,63000,"20150602063000",-0.0703733876412081,0,1,2,0,0,0,8
"78","LA00",2016,6,2,63000,"20160602063000",0.887484413733357,0,1,3,0,0,0,8
"79","LA00",2017,6,2,63000,"20170602063000",0.865058914124159,0,1,4,0,0,0,8
"80","LA00",2018,6,2,63000,"20180602063000",0.924827722342924,0,1,5,0,0,0,8
"81","LA00",2009,6,2,70000,"20090602070000",0.880335736441337,0,1,0,0,0,0,9
"82","LA00",2010,6,2,70000,"20100602070000",0.928183372746128,0,1,0,0,0,0,9
