"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"30" 0.0825464660182185 0.463948692458253 0.614198073651505 0.529114735113241 0.323281347585021 0.112380910827273 0.0576067141864115 0.0133957921270932 0.00871661610101491 0.00466434839296815
"31" 0.912814637251062 0.349894320790663 0.169048041571798 0.098287564142796 0.0528765882525231 0.0366914704324466 0.0285402977271255 0.0226130676824209 0.0184567657966855 0.0172327437893822
"32" 0.401227821323171 0.749442042380841 0.513820905402844 0.0962088911705981 0.0506219190302775 0.0240703303686262 0.0186855998634085 0.0138689052917652 0.0141040562574028 0.0142269065329917
"33" 0.83237555601724 0.379758654013056 0.302461290204359 0.195273463874238 0.144273025480717 0.0876990629080976 0.0584339078420296 0.0323419873091042 0.0161932012810407 0.0095479667372216
"34" 0.0535485445279501 0.691706002246204 0.643123657176708 0.286112943258631 0.138017568122976 0.0588834740115472 0.0251491049753693 0.00590354943680364 0.00368638071567068 0.00311025931501004
"35" 0.112616551100771 0.762363588837031 0.473223722504467 0.326309528182638 0.247312260061412 0.111017836991065 0.0314629234469314 0.0320411170864028 0.0138654846902357 0.00188589538516237
"36" 0.802501132374187 0.392087240127 0.368894763328525 0.120572535390071 0.155362324575765 0.0926437055268676 0.10834725472255 0.0405377479109574 0.047016846634726 0.057663831087855
"37" 0.741754656064724 0.544952347904857 0.222555213363225 0.137918187380256 0.216178688457814 0.149355223953676 0.0977400346062509 0.0393332831450033 0.0433196729652005 0.0475152128762908
"38" 0.148166457756809 0.0777404486892471 0.634596475549423 0.738950419322508 0.145633607049114 0.0303920490280327 0.0252429250753199 0.0182165937813064 0.0115505847953281 0.00272483504289655
"39" 0.0993304899115019 0.826341132953781 0.546886855398174 0.0746773098317316 0.0375968740346029 0.0277537650650723 0.0109543666389588 0.0143580804260124 0.0103289912062997 0.00390069965681171
"40" 0.484327018644788 0.610001174833502 0.496491137086864 0.274500281877733 0.200318302201403 0.133466205585507 0.0948521239897148 0.0568940019320299 0.0335230673388282 0.0131815249643268
"41" 0.933094717119354 0.301929749957122 0.153264549078219 0.0965475640388533 0.0546985933250405 0.0339911033263166 0.0233872906853329 0.0177172604694036 0.0146797548922195 0.0117272223429902
"42" 0.239349367450153 0.657308610950388 0.658558447139544 0.131394077186444 0.119471133810902 0.212092039068335 0.0118241641135521 0.00959440215754574 0.00975745258827773 0.010496776275334
"43" 0.849877518122381 0.374481277154137 0.278833342340495 0.18173552654503 0.129612248087122 0.0802207634181399 0.0500373459182131 0.0268501689152677 0.0131570465882589 0.00797882647678692
"44" 0.162636544298274 0.792711745783342 0.579064092218348 0.0557448692395354 0.0551318873450456 0.0455901896538704 0.040029601919024 0.0026491874889333 0.0020599332035888 0.00176302830256111
"45" 0.796834365510258 0.41915924763623 0.329673934950053 0.21791057930745 0.139934323567908 0.0890122101807811 0.060964853528131 0.035727210055562 0.0214159945631276 0.0152975456354889
"46" 0.857112987463762 0.419172675742405 0.249377394298307 0.0723470325820694 0.0790249873575512 0.0558545573222647 0.0559334274400533 0.046911521284146 0.0543240441728857 0.0677007799899231
"47" 0.143198653177215 0.483694875079381 0.508642363889909 0.381574895413 0.398457523814777 0.342442119099691 0.23961101871604 0.0482840961072915 0.0497379158833623 0.0544362073960842
"48" 0.0430733812109015 0.142599794444353 0.483257232611922 0.854252485885949 0.119233741628652 0.0124199048307006 0.0084664737845245 0.006910287733879 0.0057199701764652 0.00142458728447442
"49" 0.0242486037116066 0.494721841124121 0.852541460275449 0.152313149393586 0.0642383759908327 0.0153579321451044 0.0124850470574645 0.00732384171836442 0.00708408560536445 0.00373280188198135
"50" 0.273649492766795 0.416125132605218 0.644032338428442 0.526202521757392 0.23377707865739 0.0576728716899911 0.0410293088065978 0.0204344696983818 0.0132799230231409 0.00581992734177991
"51" 0.0194498462563198 0.888146718858089 0.423514414169978 0.160416035492844 0.0568967938187419 0.0491299915362359 0.00710878484812876 0.00281762695210889 0.00255165349721832 0.00183297976087052
"52" 0.0936293958456217 0.964367625331994 0.212133828124271 0.106949315784566 0.0438953593389772 0.0526732112369706 0.00663940292120135 0.00337398205631062 0.00370071623550187 0.00438996394479313
"53" 0.153809697341514 0.757882536556959 0.307922894235129 0.249542564111156 0.382556169104401 0.297568042961007 0.0969446363503093 0.0206057423480466 0.00965793301498229 0.00751931991494563
"54" 0.508517773336667 0.475151520833015 0.371742449802431 0.363657904338491 0.449003817487928 0.20141229884974 0.0498989594906462 0.0191194788505617 0.0104622005327813 0.00805763993925283
"55" 0.0881767832331017 0.897074781529473 0.424354227002037 0.0692608056703718 0.0370386320051664 0.0318639076209095 0.0139164863603775 0.00465847283157164 0.00196014537817515 0.00131949405945666
"56" 0.443174184803435 0.598067523594089 0.304878574662583 0.541829276975975 0.234500549157073 0.0519377304115308 0.0215688278180821 0.0168712768396801 0.0193294638804479 0.023884107360856
"57" 0.12349699000986 0.895783544574775 0.421262343128572 0.0581067042541346 0.0356513956987156 0.0110491805028508 0.0074630994374735 0.00324984592731762 0.0032545940203576 0.00346781935112032
"58" 0.119092502196399 0.826527841565908 0.488801581117719 0.246739129120512 0.0494079850738812 0.0181715458120592 0.00625525055486059 0.0054444737190587 0.00446343665481113 0.00121355183543243
"59" 0.00794124443482478 0.789502531469295 0.600760808858378 0.098069583877696 0.0360201869282899 0.0663178609773534 0.0194935108328355 0.00356746440383868 0.00157929300110091 0.000875336551019788
"60" 0.0298725870806499 0.489174916421471 0.648287303165441 0.533056617567061 0.218807719847623 0.0851383338798546 0.0144016667977403 0.00591830049984249 0.00406825314161365 0.00232498943266451
"61" 0.0608625124379931 0.546204242625887 0.791604427307616 0.235137828954109 0.122412586193052 0.0282142420827109 0.0101904061307409 0.00782891800633041 0.00744306186803498 0.00528126499442179
"62" 0.0267224602112089 0.237542576618655 0.139466946223369 0.0725893691449104 0.698530888897598 0.529886966671589 0.358444997493811 0.144561313889819 0.0036967822512009 0.0043740963083945
"63" 0.00397485861356224 0.00969946796247977 0.399187377439515 0.739176290552042 0.537897246617968 0.0694323770969726 0.00118327088210943 0.000941416471297186 0.000873305040830533 0.000786151231841053
"64" 0.443925189640738 0.326814923327759 0.328890176992694 0.533053272707592 0.521130658832838 0.174660171867216 0.0372850013397718 0.0148765194227283 0.00846173852605015 0.00643967700954459
"65" 0.0784927630449117 0.155685039833339 0.33679758729815 0.603938919112394 0.616230685535914 0.313793142526266 0.112366634963016 0.0242381582848014 0.00198629462724126 0.0014605698533293
"66" 0.720530250832828 0.598736186955688 0.301453874540595 0.110823012171365 0.0877017349632997 0.0531111991383448 0.0463602628250737 0.038251023205722 0.044376874455201 0.0556852048652112
"67" 0.884430929665173 0.368207171395512 0.231369740803706 0.115853459272685 0.07692218091087 0.0723059649193249 0.0519400741232681 0.0193634778677901 0.0218198921422884 0.0236099735774044
"68" 0.0480443077449222 0.139970188543357 0.462023211993548 0.852179299671364 0.195543191668806 0.0117106763160215 0.0046755513739064 0.00408656435974866 0.00337558987487575 0.000921118622013882
"69" 0.054574605759326 0.645142860808831 0.272222764679501 0.0838118698148049 0.317251370324956 0.520979449278417 0.348588518184653 0.0773745002328298 0.0100483409882266 0.0035892095835107
"70" 0.0150407445767175 0.462415690032832 0.678968436456173 0.388335190110181 0.395149514007066 0.129427809176937 0.0340601450256144 0.00858140969383667 0.00327378378093462 0.00200002307026854
"71" 0.142250112409174 0.487334412814355 0.812299077959673 0.241239715057159 0.136013933364182 0.0661900080450146 0.0258712284315137 0.0216544097473165 0.0134763907646567 0.00655203534585326
"72" 0.0448834350370628 0.0636236399524079 0.0417085192235024 0.0466763017560845 0.454825362503148 0.670546472351617 0.529338461287059 0.230863139706235 0.0031646738063602 0.00367953592826642
"73" 0.147148030304925 0.40573526780923 0.662973541415328 0.588485793362954 0.154873411752575 0.0365844744604134 0.0319228125097408 0.0271786328514647 0.020419472326181 0.0194424199787978
"74" 0.532368747846843 0.351868411195148 0.353689027224278 0.428198872637025 0.500019929433626 0.179112281453181 0.0425025926960844 0.016775939368079 0.0090484799465445 0.00714270938967103
"75" 0.20092723677694 0.600391446752415 0.505809898842135 0.538098892963628 0.219203744037963 0.0699551497536318 0.0268995872472656 0.00783722732027518 0.00482481204170544 0.00346275867749417
"76" 0.479438907211554 0.607637090245741 0.544199985820776 0.180824511694897 0.190924914470119 0.110289296664596 0.130880839633573 0.0375975674623733 0.0438019530322972 0.054647396429616
"77" 0.901335688503136 0.390015946279668 0.15096145002811 0.0427209797416892 0.061938931813724 0.0624475402108616 0.0488714279507031 0.014644817833925 0.0161665299136884 0.0163317596137845
"78" 0.0886519479355752 0.0589232246730815 0.381692912338447 0.90090535036387 0.17565058799485 0.0148890114458884 0.0123757645081661 0.00646157107879623 0.00885133705497263 0.000941667298206022
"79" 0.113641247466171 0.912942339854679 0.34752251284311 0.136302134775875 0.0858129037115763 0.0534254647776716 0.0397560464943961 0.0335697236424151 0.0317308477413728 0.0184209416410672
"80" 0.0704330922841079 0.162662505134409 0.572973788781668 0.737085372419241 0.309068903111006 0.0288762194521539 0.0186759862124318 0.0116883599309922 0.0103479230514979 0.0060305405241221
"81" 0.0989544709456476 0.683141464532451 0.696727378194001 0.178688887427839 0.0732293281541962 0.0178207959781024 0.0137711712179154 0.011391134236169 0.0105306846520928 0.00752199539286648
"82" 0.0802922651590651 0.192562067466455 0.0476866107658783 0.104642766033013 0.442121136294643 0.601827252228183 0.579528091973786 0.222894913920487 0.0044895462842762 0.00516064453988022
"83" 0.104207206182456 0.484324786136087 0.534665026131481 0.45794389759619 0.324049647432951 0.30967147133516 0.239842171423826 0.0157382199728322 0.0142694752710513 0.0105302114931684
"84" 0.467898862499324 0.369707920437645 0.378621078271228 0.442792497932003 0.52036172601949 0.178488600559428 0.0433660378876568 0.0178632596331029 0.00943288208288659 0.00666302593044774
"85" 0.109660029344396 0.233389736678936 0.33352244257778 0.601962085560268 0.630174904150554 0.214313087346633 0.127294778366826 0.0253732343063488 0.00252883919338702 0.00191591923396268
"86" 0.456833015680438 0.817517976491871 0.2963217329201 0.0513508510984405 0.108742703638644 0.0851826039142342 0.0961556154382515 0.030836239418369 0.0352696223198969 0.0447515439178566
"87" 0.455097314018095 0.342643734416094 0.367485447755081 0.598454515424235 0.346336766546362 0.203861350845952 0.130202563324907 0.0331975342455592 0.0355323848572413 0.038241395306261
"88" 0.0888331104353533 0.157517025450238 0.639245340986444 0.722432084932567 0.189406930888045 0.0239650457346965 0.0114387966615977 0.0100860108467326 0.00820680675474131 0.00226000538226696
"89" 0.0529532154604386 0.585378853930867 0.753519364633656 0.26815610407999 0.115315603789164 0.0312318461685967 0.0162523347120231 0.0111942893015809 0.011009860955902 0.00668139824679157
"90" 0.958242767202688 0.125575675969547 0.182486862058176 0.16331194246774 0.0754678305062502 0.0125913929221618 0.0122532244356214 0.00384696812003194 0.00282277844130747 0.00156778957291901
"91" 0.144605180280483 0.783880217130652 0.547611010941455 0.161858595084425 0.122209158760466 0.149118228821987 0.0237229791947988 0.0188519481433778 0.0173510337743955 0.0124323853125687
"92" 0.0469602413956586 0.085263835953949 0.0985449111193863 0.0651025970455166 0.555611251557152 0.690625983671023 0.400145116899902 0.175360673046646 0.00426322864202374 0.00464745411439584
"93" 0.283335408027341 0.388432776803564 0.258394646274405 0.266972191411199 0.359872047404075 0.186773441459021 0.296457453795034 0.591480298826894 0.165363861971791 0.0364101449876328
"94" 0.511825413121935 0.351936211171712 0.341647410604968 0.437396068525828 0.526260266745408 0.165358726399425 0.0388587472706435 0.0151481692983143 0.00822193939663486 0.00607696489756657
"95" 0.302254616973591 0.890558289016714 0.273028259902411 0.164566163759831 0.0997388923177405 0.052499867510854 0.0319409251698219 0.011338454458338 0.00680785689564227 0.00473439823609076
"96" 0.671455014888595 0.590964217494694 0.348326591229124 0.0832526564186237 0.189467018899069 0.105143228333071 0.116716041790773 0.0504757844193382 0.0574257537471275 0.0722912963744758
"97" 0.726273887525305 0.471800740660784 0.273381285789902 0.178141596404906 0.241580491153345 0.245869354267858 0.147697370123944 0.0297736618338183 0.0298772461481575 0.0324351449677877
"98" 0.32412568750828 0.870916034052526 0.217218874568316 0.229106978542085 0.169799176499271 0.0733606405289543 0.0424249037129135 0.0232895290206628 0.0142692683887904 0.00378453247315424
"99" 0.0998994842901673 0.250967093813138 0.207232974450802 0.102706311349471 0.0703416401256075 0.372313186402262 0.854207937568487 0.0153929339611503 0.00763624986617309 0.00316359499290598
"100" 0.16628298934475 0.406946191603511 0.524624750278531 0.323250441460861 0.649356130583111 0.0552170842767294 0.0360331192126556 0.0267659161274393 0.0156090743534694 0.00721347448315879
"101" 0.0245801818906662 0.420755160373001 0.872741970994021 0.231943694953808 0.0728853154038276 0.0388127584330385 0.00681037874821679 0.00294355518182914 0.00265964017362063 0.00191448008744811
"102" 0.360581787109934 0.890536784878368 0.235447302076313 0.091782129510828 0.0992831692452834 0.0476785990549658 0.0298505718127724 0.0055939074618567 0.00244510062589893 0.00262578978678902
"103" 0.0586419113952207 0.877885613640708 0.436757920574635 0.0751999563993673 0.13349867660521 0.103341043484345 0.0302751514831765 0.00504630557285231 0.00335018161996207 0.00330444027331652
"104" 0.041814420210921 0.552147656318959 0.74258389212632 0.0749429635274681 0.296823685428392 0.199987308415072 0.0907261737770641 0.00252619521978971 0.000542686272923873 0.000310996539663311
"105" 0.0400229610978815 0.352659699093939 0.487066574444813 0.474776275089004 0.60969968394733 0.182426220124217 0.0788525458548293 0.0121475109933917 0.00166567846109702 0.00135977975942062
"106" 0.115273165118413 0.2989337746775 0.742844984349507 0.582724842638093 0.0760565176970365 0.0106230579016119 0.00364614860218739 0.00343723827228681 0.00401888444183958 0.00500790152928845
"107" 0.296081165477616 0.714865793913354 0.607031525493463 0.0990919677652315 0.130401927696846 0.0569431013096179 0.0375686117559086 0.0187475829396478 0.0202995233231587 0.0239630233325557
"108" 0.0828907697309293 0.987168338145374 0.0993210680685463 0.0919035859160647 0.0152419814417098 0.00672400791422961 0.00394197944601875 0.00370612500417184 0.00305615275958716 0.000838972774648122
"109" 0.0944917455720042 0.761312274260095 0.574291574659733 0.279538451517954 0.0449527839001984 0.0313253681957539 0.0145720416379525 0.0115726231632313 0.011293416588402 0.00682127127990167
"110" 0.023100450724295 0.353805765300386 0.565098717320664 0.647414905671561 0.342230068190146 0.072292665909352 0.0970143239199383 0.0579485269594106 0.0261119885357261 0.00243584235023804
"111" 0.0678130146774035 0.745339779851099 0.606876483966149 0.245438108093671 0.0950789125597104 0.0440150842337288 0.0159549797074962 0.00656654754347607 0.00630646323581468 0.00403686262712713
"112" 0.13595970705702 0.718176415618655 0.329642189663433 0.0735089195112178 0.481400922538278 0.274379624422834 0.185051184251305 0.10130799387857 0.00786046440282967 0.00836635022220275
"113" 0.0693908143445328 0.484953259148729 0.673424602424627 0.199203263975172 0.248284408238864 0.416526964560047 0.177400032106646 0.00838871701384263 0.00844070969125537 0.00838860368000166
"114" 0.144427583979394 0.629726800687385 0.581707881055056 0.332088999138213 0.250833710506964 0.263102832006105 0.0412890903979861 0.00754355952033248 0.00331239468546812 0.0020857806011603
"115" 0.107915157302271 0.525638678962058 0.512821121321067 0.577752038265088 0.316139389232755 0.114082765453919 0.0476935982354414 0.00447576035269689 0.0035927143634464 0.00296102567356784
"116" 0.559869994375609 0.362369976035824 0.616634466361574 0.404029543202754 0.0954269316137056 0.0284537967589994 0.0219677047292553 0.0188963843899073 0.0201475452388757 0.0243753600908428
"117" 0.328164046229061 0.361595295563952 0.709948413823542 0.426952323419183 0.205397038208091 0.153513195311092 0.0840325748350534 0.0293724729712248 0.0257214004716781 0.0300352050372736
"118" 0.235044532162967 0.429531536307703 0.554769305918639 0.663034680495363 0.086401725751622 0.0619156633891596 0.0262689319879515 0.0226732454365792 0.0185533156793003 0.0050587482157894
"119" 0.217426089710098 0.59412091466877 0.756446275094895 0.111611241603997 0.0812305629825838 0.0703963206463925 0.043316276107841 0.026383786727535 0.0264053714201641 0.015953180510607
"120" 0.0182116113689766 0.760534309631292 0.61713122297628 0.172020558612184 0.103756352335786 0.00568194261319485 0.00283343041334037 0.00190935885537725 0.00182875113604874 0.0010948496711272
"121" 0.687233110408215 0.543088410703916 0.399716897348268 0.12915339346585 0.216032561731908 0.0885238383237586 0.0283500069791794 0.0209181349381713 0.0193615045818896 0.0137381310070453
"122" 0.0159640495941874 0.100722637182069 0.0278913915690603 0.0516161394502496 0.710787682459355 0.556802353842834 0.365386786292942 0.193353534283031 0.00262189338860638 0.00316006031757834
"123" 0.251978013614186 0.699579088713121 0.649559644094045 0.134908777722849 0.0613373249655274 0.0297843615656825 0.0264014512990887 0.0235011014308615 0.0232397161215964 0.0230058974121166
"124" 0.148981306296228 0.650523658367849 0.641273213774428 0.326253419713777 0.158984614211301 0.0995936813128441 0.0394526165033062 0.0129584465703004 0.00492992393170719 0.00267737719730535
"125" 0.0710157789498924 0.200973462331328 0.35714899423333 0.616174900730949 0.584415142877983 0.31209092062798 0.0914634679052815 0.00392226615573626 0.00309675872789169 0.00267809537462761
"126" 0.269143366093022 0.461570949588459 0.600834160351381 0.558270327777314 0.198190047636569 0.0348884224145272 0.0224689921320326 0.0142181236515873 0.0158896190369878 0.0197654299443558
"127" 0.428062827772871 0.21140933380787 0.534607392407699 0.582525170496607 0.328007510401957 0.163458422661182 0.0972100951368135 0.0318756817995491 0.0304074239618444 0.0350658643310597
"128" 0.447501992110794 0.757092477542435 0.230610056240153 0.392103044630771 0.0898461353456919 0.0903246676068034 0.0453298564364031 0.0276893922468447 0.0230907275200973 0.00644966804838847
"129" 0.117839467372906 0.620322178881554 0.71280418838325 0.276132008085006 0.110137544661933 0.0616018992300663 0.0234970698208134 0.0144766524628604 0.0145219670531408 0.00882674540536896
"130" 0.0826779117454966 0.470029890773365 0.710461055972112 0.457947359265187 0.221843822089619 0.0869082360270297 0.0305332289593196 0.00593327462368415 0.00487836650338314 0.00256234485818858
"131" 0.1051521718764 0.45534349438073 0.715043515315055 0.451705359850686 0.253837781550529 0.0344196143343309 0.0165272973171092 0.0130895185965123 0.0120297295168486 0.00853412699163189
"132" 0.0242062749691072 0.098742132062951 0.0584604565672208 0.0725511547790225 0.498372445525104 0.586179034594274 0.549155086474435 0.29553013208907 0.00854119892633641 0.00441332720190529
"133" 0.16027351799908 0.702536693466629 0.664063762024669 0.0935802750345866 0.0971398401147882 0.0850464913010958 0.081164655344034 0.0706162742338525 0.0454606899770044 0.0265811556209194
"134" 0.18058445837404 0.66563417859331 0.519209576950533 0.347822409777885 0.286946092512313 0.221214369736283 0.0480614888073538 0.0122360931370707 0.00463699736841319 0.00252830559441943
"135" 0.0916363685433044 0.478417356956329 0.336714070983518 0.55926663766915 0.540485461735552 0.189968225764525 0.0886405771595213 0.0218716487085793 0.00313003243106392 0.00250833172220912
"136" 0.465825136364871 0.394688415251545 0.596633926700233 0.487885715176075 0.174325428909156 0.0346774795531528 0.0272006356822618 0.0153951060841498 0.0162439860437786 0.0197699247922823
"137" 0.393564644513158 0.324371669930373 0.340817028279697 0.589485083462084 0.4101493979593 0.261331972589587 0.185821848511269 0.0353125847571389 0.040256867932929 0.0482358576167577
"138" 0.696173318634493 0.23904339532328 0.352901369543401 0.550343255709557 0.137597046041659 0.0823987863828798 0.0592801911841471 0.029751796687011 0.0248329863824454 0.0067375871634692
"139" 0.0681203331826656 0.420893802846648 0.705583770525914 0.127173514392686 0.551165889301736 0.0139266821641489 0.00834921730269586 0.00759750050702921 0.00760979297874456 0.00483079095391617
"140" 0.0173849574771231 0.112049020129249 0.205989954330417 0.229047062770117 0.34790025512242 0.834423092378368 0.273758272781439 0.00186734782771281 0.00188023780867243 0.00112395996479598
"141" 0.036540580874627 0.0966406604932729 0.259837393770113 0.950341025687143 0.106292740785141 0.0851529166317931 0.00645543043366548 0.00540379634957165 0.00543959106477959 0.00349337671758245
"142" 0.157258054855818 0.647675752123868 0.606580239299003 0.279311339016854 0.227335181864669 0.229665937989107 0.0673962535581416 0.0170334553493454 0.0159947130299285 0.0177668527529085
"143" 0.374450648208948 0.63429921549467 0.426306031233231 0.339597548127586 0.279761803193802 0.251488903384146 0.117274207544307 0.0505922644547087 0.0444946893552592 0.0241238659509267
"144" 0.0743438504413814 0.634426882943375 0.434841583529211 0.573920802995419 0.189547891130578 0.182951494487955 0.0629844744001764 0.0112337977991956 0.00296033009467425 0.00125422208934894
"145" 0.215856246166202 0.596848262083205 0.54632410720926 0.502516913065951 0.206847731777727 0.0529539132461756 0.0187098841756268 0.011535028719232 0.00830896823077563 0.00653439574973304
"146" 0.469112821018852 0.396872627529504 0.593501130563593 0.454446147949669 0.228762454723617 0.0608656617414788 0.0613317460476641 0.02922455691331 0.0340874686606572 0.0429637349037311
"147" 0.497962266184453 0.332777700351297 0.348254302056909 0.55188584842663 0.405251876308547 0.184998995490047 0.114427053114476 0.0322522569977166 0.0345450942677138 0.0406534294103274
"148" 0.522772650812609 0.459997655146552 0.417331540371199 0.465146394000879 0.255476720132786 0.214128333685383 0.0764553828888348 0.0666013373140928 0.0545564262793337 0.0143967083616845
"149" 0.157455227417908 0.569551663077875 0.79284346903653 0.120937632079538 0.0539628494776085 0.0368915187932084 0.0326553451492237 0.0344443259322043 0.0288424513656607 0.0153112297999189
"150" 0.151997621334818 0.398352202494351 0.626324855066748 0.62478953286646 0.187521396218103 0.0146574738404093 0.00872337070470442 0.00664925521596872 0.00703248644970539 0.00431047405426957
"151" 0.0635429923940949 0.642562130994559 0.72528747753915 0.225120185467436 0.0672820617201579 0.0413851353814886 0.00913786837875637 0.00398349765153596 0.003283342699199 0.0023277581815368
"152" 0.00780571910948465 0.979175185167247 0.19123641829753 0.0549925817793142 0.037191184504931 0.0106954315906983 0.00775238825982228 0.00124164066922043 0.000282486924096666 0.000422269952138206
"153" 0.0767618096560624 0.609451309289048 0.226070134408155 0.31545319967914 0.536267294444344 0.402346726916262 0.14974359584388 0.0117288784862017 0.00380492862144364 0.00419654686184352
"154" 0.0227071420541027 0.526308521454587 0.292726645744656 0.169233795551828 0.612441660882573 0.432201040008445 0.214791610439004 0.0116124516348343 0.0010782386945778 0.000885856988645619
"155" 0.0184484853081718 0.45285167296828 0.886192857841524 0.0858582342512236 0.0376446832984299 0.0209453139565809 0.00434340186996459 0.000781351612929053 0.000422495217204361 0.000339840938018199
"156" 0.148069784886066 0.872016658133607 0.428239987358418 0.179602560521613 0.0386603489162283 0.0120454369836641 0.00960200863762972 0.00847123274606398 0.00939927753181012 0.0111219746423431
